Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,demand_supply_ratio,demand_multiplier,location_multiplier,vehicle_multiplier,New_Price
31,13,Suburban,Gold,87,4.04,Evening,Economy,11,31.565676162125197,2.2142857142857144,1.2214285714285715,1.0,1.0,32.77
67,6,Rural,Regular,25,4.45,Evening,Premium,31,144.46263762346956,9.571428571428571,1.957142857142857,0.9,1.25,318.08
77,11,Rural,Silver,70,3.82,Night,Premium,63,252.4930471020809,6.416666666666667,1.6416666666666666,0.9,1.25,419.69
32,11,Suburban,Silver,30,3.53,Afternoon,Premium,32,146.51277441611944,2.6666666666666665,1.2666666666666666,1.0,1.25,208.78
71,30,Rural,Regular,60,4.83,Evening,Premium,156,501.801349985356,2.2903225806451615,1.229032258064516,0.9,1.25,693.82
65,38,Urban,Regular,13,4.77,Morning,Premium,132,610.7325514755008,1.6666666666666667,1.1666666666666667,1.2,1.25,1068.78
64,29,Urban,Silver,66,3.79,Night,Premium,37,194.26239936468437,2.1333333333333333,1.2133333333333334,1.2,1.25,318.2
48,38,Urban,Silver,45,4.17,Afternoon,Economy,87,318.2101259853132,1.2307692307692308,1.123076923076923,1.2,1.0,385.96
76,42,Rural,Gold,95,3.93,Morning,Economy,180,512.6251102173163,1.7674418604651163,1.1767441860465115,0.9,1.0,461.47
76,53,Urban,Regular,77,3.67,Afternoon,Premium,179,555.8919187631545,1.4074074074074074,1.1407407407407408,1.2,1.25,951.19
71,14,Suburban,Silver,8,4.44,Night,Economy,76,242.15886076969636,4.733333333333333,1.4733333333333334,1.0,1.0,321.1
76,9,Urban,Silver,64,4.16,Evening,Economy,10,41.40499127744981,7.6,1.76,1.2,1.0,78.7
51,14,Rural,Gold,16,3.51,Night,Premium,30,180.88655372559683,3.4,1.3399999999999999,0.9,1.25,231.78
88,38,Rural,Gold,29,3.73,Evening,Premium,167,537.8971058809161,2.2564102564102564,1.2256410256410257,0.9,1.25,630.43
60,24,Rural,Gold,5,3.79,Afternoon,Premium,154,556.6629286327259,2.4,1.24,0.9,1.25,660.06
73,55,Rural,Regular,55,4.2,Afternoon,Economy,52,158.5563431447304,1.3035714285714286,1.1303571428571428,0.9,1.0,161.3
23,10,Urban,Silver,80,3.88,Afternoon,Economy,22,59.4454065021933,2.090909090909091,1.209090909090909,1.2,1.0,77.62
74,27,Suburban,Silver,51,3.75,Morning,Premium,111,334.1449975015087,2.642857142857143,1.2642857142857142,1.0,1.25,475.26
49,6,Suburban,Gold,18,4.41,Night,Premium,148,443.7750198288772,7.0,1.7,1.0,1.25,801.57
31,8,Rural,Gold,7,3.57,Night,Economy,35,145.24203735141535,3.4444444444444446,1.3444444444444446,0.9,1.0,149.38
57,46,Rural,Regular,42,4.39,Morning,Economy,56,210.6317666138125,1.2127659574468086,1.1212765957446809,0.9,1.0,212.56
64,19,Suburban,Regular,35,4.02,Afternoon,Economy,39,152.22919256822726,3.2,1.32,1.0,1.0,200.94
86,76,Suburban,Regular,84,4.99,Night,Economy,149,612.446726848697,1.1168831168831168,1.1116883116883116,1.0,1.0,680.85
54,28,Suburban,Regular,73,3.56,Morning,Premium,51,250.28588237277447,1.8620689655172413,1.186206896551724,1.0,1.25,371.11
85,37,Rural,Gold,10,3.76,Night,Premium,61,309.08254473187293,2.236842105263158,1.2236842105263157,0.9,1.25,361.67
58,15,Rural,Regular,14,4.76,Night,Premium,12,94.1609176991503,3.625,1.3625,0.9,1.25,144.33
96,27,Rural,Gold,21,4.37,Night,Premium,57,243.93730652889337,3.4285714285714284,1.342857142857143,0.9,1.25,313.24
58,31,Suburban,Silver,32,4.87,Evening,Premium,85,331.19305388667465,1.8125,1.18125,1.0,1.25,440.12
77,45,Suburban,Silver,88,4.16,Morning,Economy,151,595.2312211886215,1.673913043478261,1.1673913043478261,1.0,1.0,625.38
93,73,Rural,Regular,78,3.81,Night,Premium,106,465.962681649944,1.2567567567567568,1.1256756756756756,0.9,1.25,590.09
44,11,Rural,Regular,56,3.83,Afternoon,Premium,18,104.75201005936664,3.6666666666666665,1.3666666666666667,0.9,1.25,161.06
20,10,Rural,Regular,54,4.12,Morning,Premium,168,784.0551260339382,1.8181818181818181,1.1818181818181819,0.9,1.25,1042.44
70,40,Suburban,Regular,9,3.77,Evening,Economy,130,382.9299378688001,1.7073170731707317,1.170731707317073,1.0,1.0,448.31
42,12,Rural,Gold,92,4.5,Afternoon,Economy,123,319.2967130915861,3.230769230769231,1.323076923076923,0.9,1.0,323.18
87,33,Rural,Regular,53,4.15,Evening,Economy,143,640.1373391067773,2.5588235294117645,1.2558823529411764,0.9,1.0,723.54
70,43,Suburban,Gold,47,4.31,Morning,Economy,57,243.4933853851045,1.5909090909090908,1.1590909090909092,1.0,1.0,239.9
61,15,Urban,Gold,29,4.49,Afternoon,Economy,32,135.005874109167,3.8125,1.38125,1.2,1.0,190.21
71,36,Suburban,Silver,69,4.37,Morning,Economy,110,392.9639432866157,1.9189189189189189,1.191891891891892,1.0,1.0,421.53
81,33,Suburban,Regular,41,4.93,Afternoon,Premium,162,617.2885000560723,2.3823529411764706,1.238235294117647,1.0,1.25,955.44
87,64,Rural,Silver,69,4.55,Evening,Premium,65,310.7883994951958,1.3384615384615384,1.1338461538461537,0.9,1.25,356.79
85,65,Suburban,Regular,73,4.65,Afternoon,Premium,165,770.0708908209459,1.2878787878787878,1.128787878787879,1.0,1.25,1086.56
91,65,Urban,Regular,40,3.58,Evening,Economy,141,373.50470759834695,1.378787878787879,1.137878787878788,1.2,1.0,510.0
83,57,Rural,Silver,80,4.6,Night,Premium,172,814.4195559447121,1.4310344827586208,1.1431034482758622,0.9,1.25,942.6
64,10,Suburban,Gold,75,3.61,Morning,Premium,155,473.34669329802574,5.818181818181818,1.5818181818181818,1.0,1.25,795.55
69,22,Rural,Silver,25,4.41,Night,Premium,74,266.76777889406367,3.0,1.3,0.9,1.25,351.13
37,12,Rural,Silver,15,3.73,Evening,Economy,142,369.36165888010754,2.8461538461538463,1.2846153846153845,0.9,1.0,384.34
93,28,Urban,Silver,63,3.9,Evening,Economy,38,111.72394123957052,3.206896551724138,1.3206896551724139,1.2,1.0,159.36
66,49,Rural,Gold,42,4.56,Afternoon,Economy,124,429.94835612457183,1.32,1.1320000000000001,0.9,1.0,372.33
47,36,Rural,Silver,100,4.2,Morning,Economy,103,414.77830030238334,1.2702702702702702,1.127027027027027,0.9,1.0,378.65
71,30,Rural,Regular,45,4.16,Evening,Premium,53,227.1825700126456,2.2903225806451615,1.229032258064516,0.9,1.25,314.12
58,19,Urban,Silver,47,3.97,Evening,Economy,77,247.4420018201041,2.9,1.29,1.2,1.0,344.74
100,18,Suburban,Silver,50,4.89,Morning,Premium,51,213.8232968736634,5.2631578947368425,1.5263157894736843,1.0,1.25,367.16
94,28,Urban,Regular,59,4.45,Night,Economy,173,652.5878909594384,3.2413793103448274,1.3241379310344827,1.2,1.0,1036.94
49,6,Rural,Silver,23,4.65,Night,Premium,69,289.6463054085282,7.0,1.7,0.9,1.25,498.55
42,7,Rural,Gold,90,3.67,Evening,Economy,32,123.762469326047,5.25,1.525,0.9,1.0,144.38
79,63,Urban,Gold,56,4.66,Evening,Premium,70,292.5906288976858,1.234375,1.1234375,1.2,1.25,419.1
59,5,Rural,Gold,17,4.97,Evening,Premium,143,440.93951077757487,9.833333333333334,1.9833333333333334,0.9,1.25,836.27
54,7,Urban,Regular,91,3.75,Night,Economy,97,298.3226183929867,6.75,1.675,1.2,1.0,599.63
60,6,Rural,Silver,65,4.76,Morning,Economy,168,629.2044295696749,8.571428571428571,1.8571428571428572,0.9,1.0,946.5
26,13,Suburban,Silver,4,3.63,Night,Premium,123,441.99619244539696,1.8571428571428572,1.1857142857142857,1.0,1.25,589.59
90,10,Rural,Silver,59,4.44,Morning,Premium,147,691.5012905566776,8.181818181818182,1.8181818181818181,0.9,1.25,1272.99
34,12,Suburban,Silver,38,4.18,Afternoon,Economy,24,106.94859059241988,2.6153846153846154,1.2615384615384615,1.0,1.0,121.43
80,34,Suburban,Silver,84,3.8,Night,Economy,174,561.4385219871201,2.2857142857142856,1.2285714285714286,1.0,1.0,620.79
21,7,Rural,Regular,58,4.31,Morning,Premium,75,328.45835687553256,2.625,1.2625,0.9,1.25,466.51
97,71,Suburban,Silver,52,4.32,Evening,Economy,36,133.38738314122594,1.3472222222222223,1.1347222222222222,1.0,1.0,136.22
64,7,Suburban,Regular,92,4.58,Evening,Premium,16,114.6992021313152,8.0,1.8,1.0,1.25,258.07
47,34,Rural,Gold,16,4.38,Evening,Premium,46,237.14338896943255,1.3428571428571427,1.1342857142857143,0.9,1.25,257.22
44,28,Rural,Gold,30,3.93,Evening,Premium,42,157.10657171647188,1.5172413793103448,1.1517241379310346,0.9,1.25,173.03
21,9,Suburban,Gold,13,4.01,Evening,Economy,127,431.251597706785,2.1,1.21,1.0,1.0,443.54
57,37,Urban,Gold,59,3.92,Evening,Economy,159,585.8075881778408,1.5,1.15,1.2,1.0,687.15
62,5,Rural,Silver,51,4.4,Afternoon,Economy,160,647.204374917644,10.333333333333334,2.033333333333333,0.9,1.0,1065.95
25,6,Urban,Gold,60,3.91,Evening,Premium,145,559.578839787104,3.5714285714285716,1.3571428571428572,1.2,1.25,968.27
92,33,Suburban,Silver,70,3.69,Evening,Premium,46,173.1505322724627,2.7058823529411766,1.2705882352941176,1.0,1.25,247.5
38,7,Rural,Gold,46,3.79,Night,Economy,78,198.17046750812372,4.75,1.475,0.9,1.0,223.61
99,31,Urban,Silver,0,3.54,Morning,Economy,50,192.7088692483722,3.09375,1.309375,1.2,1.0,272.51
35,7,Rural,Regular,65,4.19,Night,Economy,65,165.0758241756551,4.375,1.4375,0.9,1.0,213.57
30,13,Urban,Gold,53,3.68,Night,Premium,124,379.4680328899806,2.142857142857143,1.2142857142857142,1.2,1.25,587.5
28,6,Urban,Gold,53,4.48,Night,Premium,148,461.10955384851616,4.0,1.4,1.2,1.25,823.08
59,47,Rural,Silver,73,3.54,Night,Economy,75,234.5672445982206,1.2291666666666667,1.1229166666666668,0.9,1.0,213.35
24,13,Urban,Silver,50,4.26,Night,Premium,141,540.0620306756346,1.7142857142857142,1.1714285714285715,1.2,1.25,854.07
21,6,Suburban,Regular,15,3.81,Evening,Premium,80,318.8415033130425,3.0,1.3,1.0,1.25,518.12
84,54,Suburban,Silver,59,4.98,Afternoon,Premium,43,196.31514152174805,1.5272727272727273,1.1527272727272728,1.0,1.25,254.59
100,50,Urban,Silver,83,4.91,Morning,Premium,173,622.4914304114809,1.9607843137254901,1.196078431372549,1.2,1.25,1005.14
30,11,Urban,Silver,99,4.96,Evening,Economy,83,349.6745279402746,2.5,1.25,1.2,1.0,472.06
45,35,Rural,Regular,0,4.58,Afternoon,Premium,41,206.1473318707726,1.25,1.125,0.9,1.25,260.91
53,35,Urban,Gold,35,3.92,Afternoon,Premium,166,635.9330544824535,1.4722222222222223,1.1472222222222221,1.2,1.25,930.18
65,41,Rural,Gold,51,3.57,Night,Premium,48,251.1121418065252,1.5476190476190477,1.1547619047619047,0.9,1.25,277.29
93,6,Rural,Silver,85,4.47,Night,Economy,107,324.098767437868,13.285714285714286,2.3285714285714287,0.9,1.0,611.3
28,5,Rural,Regular,69,4.49,Morning,Premium,132,425.4887347951667,4.666666666666667,1.4666666666666668,0.9,1.25,702.06
38,8,Urban,Silver,78,3.57,Night,Economy,114,470.2690237026412,4.222222222222222,1.4222222222222223,1.2,1.0,722.33
25,6,Urban,Regular,69,4.45,Evening,Premium,94,398.051725971793,3.5714285714285716,1.3571428571428572,1.2,1.25,810.32
76,23,Rural,Regular,64,3.57,Night,Premium,115,564.9317250247195,3.1666666666666665,1.3166666666666667,0.9,1.25,836.81
22,7,Suburban,Gold,73,4.91,Morning,Premium,73,238.31899146487595,2.75,1.275,1.0,1.25,322.85
40,5,Rural,Silver,17,4.55,Afternoon,Economy,72,184.9552256292673,6.666666666666667,1.6666666666666667,0.9,1.0,249.69
89,16,Suburban,Regular,27,4.86,Afternoon,Economy,161,624.305615960136,5.235294117647059,1.5235294117647058,1.0,1.0,951.15
31,21,Suburban,Silver,77,4.83,Afternoon,Economy,107,389.3845083155804,1.4090909090909092,1.1409090909090909,1.0,1.0,399.83
92,45,Rural,Silver,59,4.23,Morning,Premium,121,574.8939389332888,2.0,1.2,0.9,1.25,698.5
58,32,Urban,Gold,92,4.59,Afternoon,Premium,111,517.9444619823878,1.7575757575757576,1.1757575757575758,1.2,1.25,776.45
58,20,Rural,Silver,42,3.51,Evening,Economy,125,527.1792011771714,2.761904761904762,1.276190476190476,0.9,1.0,544.95
36,7,Suburban,Regular,26,4.35,Morning,Economy,59,201.49683080394215,4.5,1.45,1.0,1.0,292.17
66,40,Rural,Regular,93,4.86,Evening,Economy,153,627.0167510146084,1.6097560975609757,1.1609756097560975,0.9,1.0,655.16
76,54,Urban,Regular,58,4.05,Evening,Economy,74,218.6251778894482,1.3818181818181818,1.1381818181818182,1.2,1.0,298.6
55,23,Urban,Gold,46,4.58,Afternoon,Premium,150,654.676536309137,2.2916666666666665,1.2291666666666667,1.2,1.25,1026.0
21,8,Urban,Regular,57,4.78,Night,Premium,84,293.5602166445157,2.3333333333333335,1.2333333333333334,1.2,1.25,543.09
61,45,Rural,Gold,42,4.25,Afternoon,Economy,102,421.98526198279467,1.326086956521739,1.132608695652174,0.9,1.0,365.63
72,62,Suburban,Regular,48,3.82,Evening,Economy,126,553.7408048680613,1.1428571428571428,1.1142857142857143,1.0,1.0,617.03
65,18,Rural,Gold,65,4.01,Morning,Economy,111,330.62430999065225,3.4210526315789473,1.3421052631578947,0.9,1.0,339.46
20,8,Rural,Silver,27,4.99,Morning,Economy,83,261.4451502998812,2.2222222222222223,1.2222222222222223,0.9,1.0,258.83
22,7,Suburban,Silver,16,4.1,Night,Economy,147,520.0637873298249,2.75,1.275,1.0,1.0,596.77
72,49,Suburban,Gold,15,4.34,Night,Premium,19,117.63327810103034,1.44,1.144,1.0,1.25,142.98
42,30,Urban,Regular,26,4.79,Afternoon,Economy,138,493.0149508584995,1.3548387096774193,1.135483870967742,1.2,1.0,671.77
100,54,Suburban,Regular,91,4.59,Night,Premium,61,203.1132957396489,1.8181818181818181,1.1818181818181819,1.0,1.25,300.05
87,32,Suburban,Silver,38,4.76,Afternoon,Economy,114,421.7762985074602,2.6363636363636362,1.2636363636363637,1.0,1.0,479.67
36,8,Urban,Gold,47,4.07,Afternoon,Economy,77,305.0088858607341,4.0,1.4,1.2,1.0,435.55
70,38,Urban,Silver,99,4.19,Morning,Economy,76,317.77188818101894,1.794871794871795,1.1794871794871795,1.2,1.0,404.79
41,7,Urban,Gold,4,4.15,Night,Economy,83,364.9140560714328,5.125,1.5125,1.2,1.0,562.97
59,40,Rural,Gold,64,4.72,Night,Economy,157,398.3194964103068,1.4390243902439024,1.1439024390243901,0.9,1.0,348.56
33,14,Urban,Regular,38,4.89,Morning,Economy,127,461.3060120664082,2.2,1.22,1.2,1.0,675.35
70,26,Urban,Silver,15,3.67,Night,Premium,70,358.2348071386952,2.5925925925925926,1.2592592592592593,1.2,1.25,609.0
45,7,Rural,Regular,87,4.35,Evening,Economy,74,224.3071067625652,5.625,1.5625,0.9,1.0,315.43
98,71,Suburban,Regular,83,4.55,Morning,Economy,139,558.3815496134125,1.3611111111111112,1.136111111111111,1.0,1.0,634.38
75,63,Urban,Gold,42,4.55,Evening,Premium,138,660.4425622593634,1.171875,1.1171875,1.2,1.25,940.74
100,34,Rural,Gold,33,4.75,Night,Economy,156,537.4486716625657,2.857142857142857,1.2857142857142856,0.9,1.0,528.62
76,23,Urban,Silver,53,3.94,Evening,Economy,117,480.104370355134,3.1666666666666665,1.3166666666666667,1.2,1.0,682.71
32,12,Urban,Silver,69,3.68,Morning,Economy,55,162.28310451017555,2.4615384615384617,1.2461538461538462,1.2,1.0,218.41
35,23,Suburban,Gold,58,3.78,Afternoon,Economy,164,638.0445145215127,1.4583333333333333,1.1458333333333333,1.0,1.0,621.43
30,16,Suburban,Gold,89,3.63,Afternoon,Economy,142,420.1110979571745,1.7647058823529411,1.1764705882352942,1.0,1.0,420.11
75,56,Urban,Regular,66,3.69,Evening,Premium,22,124.49060049402551,1.3157894736842106,1.131578947368421,1.2,1.25,211.31
25,6,Rural,Regular,23,3.95,Morning,Premium,55,235.27811761739352,3.5714285714285716,1.3571428571428572,0.9,1.25,359.22
88,16,Suburban,Gold,26,4.18,Morning,Economy,32,127.33149010162909,5.176470588235294,1.5176470588235293,1.0,1.0,164.26
43,26,Rural,Silver,69,4.9,Evening,Economy,107,391.0269903920518,1.5925925925925926,1.1592592592592592,0.9,1.0,367.17
39,20,Rural,Silver,97,4.25,Morning,Economy,121,319.5430197104816,1.8571428571428572,1.1857142857142857,0.9,1.0,306.9
77,63,Suburban,Gold,72,4.56,Morning,Economy,113,380.2853707615285,1.203125,1.1203125,1.0,1.0,362.13
41,14,Suburban,Silver,59,4.72,Morning,Premium,49,179.62342246641472,2.7333333333333334,1.2733333333333334,1.0,1.25,257.31
51,20,Rural,Silver,97,4.8,Morning,Economy,130,452.112640122952,2.4285714285714284,1.2428571428571429,0.9,1.0,455.15
30,10,Suburban,Gold,86,4.95,Evening,Economy,149,565.6691466337952,2.727272727272727,1.2727272727272727,1.0,1.0,611.95
29,8,Urban,Gold,52,4.68,Afternoon,Premium,121,402.1558775823215,3.2222222222222223,1.3222222222222222,1.2,1.25,677.97
21,5,Rural,Gold,8,4.44,Afternoon,Premium,159,689.8421599513094,3.5,1.35,0.9,1.25,890.54
50,15,Suburban,Regular,62,4.51,Night,Economy,83,307.6469280930268,3.125,1.3125,1.0,1.0,403.79
61,42,Rural,Gold,11,3.72,Night,Economy,52,186.5262770863605,1.4186046511627908,1.1418604651162791,0.9,1.0,162.94
67,5,Suburban,Silver,81,4.53,Morning,Premium,14,91.06777716361007,11.166666666666666,2.1166666666666667,1.0,1.25,216.86
73,22,Suburban,Regular,26,4.99,Night,Economy,33,143.8549860520897,3.1739130434782608,1.317391304347826,1.0,1.0,189.51
35,18,Urban,Gold,27,3.82,Morning,Economy,158,553.837359075948,1.8421052631578947,1.1842105263157894,1.2,1.0,668.98
96,58,Urban,Silver,25,3.61,Morning,Economy,85,336.56848365859423,1.6271186440677967,1.1627118644067798,1.2,1.0,422.64
38,28,Urban,Gold,8,4.83,Morning,Economy,29,95.02020685904614,1.3103448275862069,1.1310344827586207,1.2,1.0,109.62
75,28,Urban,Gold,6,4.02,Evening,Premium,171,575.0117219060105,2.586206896551724,1.2586206896551724,1.2,1.25,922.75
57,26,Suburban,Silver,92,4.11,Afternoon,Premium,58,264.675747588135,2.111111111111111,1.211111111111111,1.0,1.25,360.62
36,10,Rural,Gold,65,3.54,Night,Economy,53,185.61792391524813,3.272727272727273,1.3272727272727272,0.9,1.0,188.47
73,27,Rural,Gold,98,3.97,Evening,Economy,57,251.1556502722435,2.607142857142857,1.2607142857142857,0.9,1.0,242.23
68,29,Rural,Gold,51,3.99,Evening,Economy,110,299.689056274687,2.2666666666666666,1.2266666666666666,0.9,1.0,281.23
25,9,Rural,Gold,11,3.58,Night,Economy,31,92.65681121424488,2.5,1.25,0.9,1.0,88.6
97,25,Urban,Regular,95,4.91,Night,Premium,101,332.2293764400841,3.730769230769231,1.373076923076923,1.2,1.25,684.26
30,7,Rural,Regular,85,3.74,Evening,Economy,44,184.11208970364285,3.75,1.375,0.9,1.0,227.84
83,7,Suburban,Gold,24,4.9,Morning,Premium,24,124.5817744544144,10.375,2.0375,1.0,1.25,269.7
27,5,Rural,Gold,2,4.3,Evening,Economy,22,60.98181721983856,4.5,1.45,0.9,1.0,67.64
58,21,Suburban,Gold,72,4.14,Afternoon,Economy,10,35.88598786056829,2.6363636363636362,1.2636363636363637,1.0,1.0,38.54
32,15,Urban,Gold,67,3.76,Evening,Premium,23,132.12301879164062,2.0,1.2,1.2,1.25,202.15
76,8,Urban,Gold,40,4.68,Afternoon,Economy,157,561.5796822292014,8.444444444444445,1.8444444444444446,1.2,1.0,1056.52
21,9,Suburban,Regular,38,4.54,Morning,Economy,179,546.3787898746884,2.1,1.21,1.0,1.0,661.12
47,37,Urban,Gold,53,4.69,Night,Economy,41,147.4597413359118,1.236842105263158,1.1236842105263158,1.2,1.0,169.01
33,20,Suburban,Regular,97,4.13,Morning,Premium,169,668.8922140357987,1.5714285714285714,1.157142857142857,1.0,1.25,967.5
92,66,Rural,Silver,26,3.56,Evening,Economy,19,62.06928479024478,1.373134328358209,1.137313432835821,0.9,1.0,57.18
24,7,Rural,Silver,34,3.51,Afternoon,Premium,111,477.7411361723483,3.0,1.3,0.9,1.25,628.83
75,9,Rural,Gold,71,4.06,Night,Economy,150,411.0057654245888,7.5,1.75,0.9,1.0,550.23
89,76,Urban,Gold,35,4.8,Night,Premium,177,650.2985711974341,1.155844155844156,1.1155844155844157,1.2,1.25,924.97
67,20,Urban,Regular,42,4.13,Evening,Economy,68,243.22861759627588,3.1904761904761907,1.319047619047619,1.2,1.0,385.0
61,23,Suburban,Silver,51,4.73,Evening,Premium,150,680.9330686248741,2.5416666666666665,1.2541666666666667,1.0,1.25,960.75
80,67,Rural,Regular,80,4.74,Night,Economy,147,432.30725774113824,1.1764705882352942,1.1176470588235294,0.9,1.0,434.85
66,15,Suburban,Gold,62,4.59,Night,Economy,161,720.729944900258,4.125,1.4125,1.0,1.0,865.33
39,12,Suburban,Regular,54,3.77,Morning,Premium,176,510.4543750320455,3.0,1.3,1.0,1.25,829.49
46,22,Urban,Regular,9,4.33,Morning,Economy,128,522.7974318549136,2.0,1.2,1.2,1.0,752.83
89,74,Rural,Silver,41,4.89,Morning,Premium,115,432.16279228896633,1.1866666666666668,1.1186666666666667,0.9,1.25,489.49
60,16,Urban,Gold,56,4.33,Night,Premium,126,382.4570671338528,3.5294117647058822,1.3529411764705883,1.2,1.25,659.74
58,13,Rural,Regular,99,3.62,Morning,Premium,106,351.43931589566165,4.142857142857143,1.4142857142857144,0.9,1.25,559.17
68,16,Urban,Silver,93,4.44,Morning,Premium,154,510.19578633034166,4.0,1.4,1.2,1.25,964.27
45,19,Suburban,Silver,71,3.72,Night,Economy,121,313.92644056486665,2.25,1.225,1.0,1.0,346.1
91,61,Suburban,Gold,100,4.88,Night,Economy,101,372.2298219510593,1.467741935483871,1.146774193548387,1.0,1.0,362.83
39,12,Urban,Regular,70,4.02,Morning,Premium,66,314.46800852423786,3.0,1.3,1.2,1.25,613.21
97,9,Rural,Gold,58,4.32,Evening,Premium,142,491.5779538643877,9.7,1.97,0.9,1.25,926.04
42,18,Suburban,Silver,39,3.94,Afternoon,Economy,128,527.1558943563921,2.210526315789474,1.2210526315789474,1.0,1.0,579.32
27,15,Urban,Gold,11,3.77,Evening,Economy,111,432.849396942834,1.6875,1.16875,1.2,1.0,516.01
67,48,Rural,Regular,94,4.3,Evening,Premium,168,544.6027807887253,1.3673469387755102,1.136734693877551,0.9,1.25,696.45
69,51,Urban,Regular,75,3.57,Night,Premium,136,470.18271352951473,1.3269230769230769,1.1326923076923077,1.2,1.25,798.86
69,47,Urban,Regular,65,4.22,Night,Economy,18,53.5391040086766,1.4375,1.14375,1.2,1.0,73.48
93,18,Suburban,Gold,34,3.54,Afternoon,Economy,80,352.0685727015968,4.894736842105263,1.4894736842105263,1.0,1.0,445.74
84,74,Suburban,Regular,7,4.4,Afternoon,Premium,101,396.3698341114785,1.12,1.112,1.0,1.25,550.95
96,48,Urban,Gold,41,4.39,Morning,Economy,130,367.7829980600229,1.9591836734693877,1.1959183673469387,1.2,1.0,448.64
30,13,Suburban,Gold,72,4.18,Night,Premium,113,352.9356730761453,2.142857142857143,1.2142857142857142,1.0,1.25,455.35
60,48,Suburban,Regular,15,4.06,Morning,Economy,78,339.1055825696459,1.2244897959183674,1.1224489795918366,1.0,1.0,380.63
72,39,Urban,Regular,39,3.77,Night,Premium,115,347.8959667426787,1.8,1.18,1.2,1.25,615.78
31,13,Suburban,Regular,82,4.63,Morning,Economy,108,469.2509135918648,2.2142857142857144,1.2214285714285715,1.0,1.0,573.16
71,13,Rural,Silver,60,4.3,Night,Premium,62,213.8430201203033,5.071428571428571,1.5071428571428571,0.9,1.25,326.32
91,61,Rural,Silver,86,4.44,Morning,Premium,129,567.5392184514062,1.467741935483871,1.146774193548387,0.9,1.25,658.97
91,60,Rural,Gold,2,3.53,Evening,Premium,107,492.179013222281,1.4918032786885247,1.1491803278688524,0.9,1.25,540.86
32,6,Urban,Silver,13,4.75,Afternoon,Economy,53,173.88747446193491,4.571428571428571,1.457142857142857,1.2,1.0,273.65
23,10,Suburban,Gold,47,4.84,Evening,Economy,125,418.10682439062094,2.090909090909091,1.209090909090909,1.0,1.0,429.7
61,47,Suburban,Silver,100,4.58,Night,Premium,157,658.3040013013618,1.2708333333333333,1.1270833333333332,1.0,1.25,834.71
57,40,Urban,Regular,78,3.62,Afternoon,Economy,171,764.5953413909641,1.3902439024390243,1.1390243902439023,1.2,1.0,1045.07
89,70,Suburban,Gold,86,4.51,Afternoon,Economy,90,384.2092919756728,1.2535211267605635,1.1253521126760564,1.0,1.0,367.52
64,45,Rural,Gold,22,3.96,Night,Premium,118,404.6018875393623,1.391304347826087,1.1391304347826088,0.9,1.25,440.73
91,29,Urban,Regular,82,3.73,Afternoon,Premium,90,446.81702579708536,3.033333333333333,1.3033333333333332,1.2,1.25,873.53
91,53,Suburban,Gold,67,4.56,Night,Economy,50,158.1067231747087,1.6851851851851851,1.1685185185185185,1.0,1.0,157.04
69,37,Suburban,Regular,47,4.39,Evening,Premium,60,284.2362895344896,1.8157894736842106,1.181578947368421,1.0,1.25,419.81
71,61,Suburban,Regular,79,3.85,Afternoon,Economy,147,591.2989763287625,1.1451612903225807,1.114516129032258,1.0,1.0,659.01
38,7,Rural,Silver,28,3.85,Evening,Economy,12,36.00027803358747,4.75,1.475,0.9,1.0,43.01
100,32,Suburban,Regular,67,3.94,Evening,Premium,162,581.1370845965885,3.0303030303030303,1.303030303030303,1.0,1.25,946.55
65,51,Suburban,Gold,97,4.81,Night,Premium,144,588.1367698544636,1.25,1.125,1.0,1.25,703.01
73,38,Urban,Regular,91,4.23,Evening,Premium,86,400.2673330229722,1.8717948717948718,1.1871794871794872,1.2,1.25,712.78
56,25,Suburban,Regular,87,3.73,Evening,Premium,172,575.4102708388258,2.1538461538461537,1.2153846153846153,1.0,1.25,874.18
75,55,Rural,Silver,80,4.7,Morning,Economy,69,190.9788526811355,1.3392857142857142,1.1339285714285714,0.9,1.0,175.41
97,21,Urban,Regular,43,3.79,Afternoon,Premium,106,398.1593839328215,4.409090909090909,1.440909090909091,1.2,1.25,860.57
94,71,Rural,Regular,48,4.73,Night,Premium,169,770.8733244527833,1.3055555555555556,1.1305555555555555,0.9,1.25,980.45
53,22,Urban,Silver,28,4.99,Afternoon,Premium,64,211.0820229741896,2.3043478260869565,1.2304347826086957,1.2,1.25,350.63
81,8,Rural,Silver,78,4.8,Afternoon,Premium,141,618.4288567281086,9.0,1.9,0.9,1.25,1189.7
47,34,Rural,Silver,87,3.53,Morning,Premium,170,739.2271199769044,1.3428571428571427,1.1342857142857143,0.9,1.25,848.98
80,48,Suburban,Regular,13,4.44,Night,Economy,35,128.7410738814351,1.6326530612244898,1.163265306122449,1.0,1.0,149.76
75,55,Rural,Gold,54,4.73,Night,Premium,145,584.4917299915722,1.3392857142857142,1.1339285714285714,0.9,1.25,633.78
89,12,Urban,Silver,42,4.73,Afternoon,Economy,102,328.31398217312767,6.846153846153846,1.6846153846153846,1.2,1.0,597.33
